"November 12, 2018, 2:24 pm","WPI IT","Testing message"
"November 15, 2018, 9:41 am","Everyone","FOTES time cards must be turned in by 3:00 pm today"


"November 21, 2018, 10:37 am",Everyone,"FOTES time cards must be turned in by 3:00 pm today!"
"November 21, 2018, 10:41 am",Everyone,"FOTES time cards must be turned in by 3:00 pm today!"
"December 20, 2018, 9:27 am",Everyone,"FOTES time cards must be turned in by 3:00 pm today!"
"December 27, 2018, 9:31 am",Everyone,"FOTES time cards must be turned in by 3:00 pm today!"
